OBJECTID,SiteID,Basin,Latitude,Longitude,JurisdictionName,SubjurisdictionName,MonitoringCycle,SampleDate,SamplingDesign,SampleTime_UTC,SampleDepth_m,TempInField_degC,Salinity_PSU,AragSatState,pCO2_uatm,pH_calculated,pH_measured,TA_umolperkg,DIC_umolperkg,Comments,x,y
1038,1043,Atlantic,17.77752,-64.59475,United States Virgin Islands,St Croix,2017,6/14/2017,Random,14:10,0,28.5,36.0762310628712,3.87565962402508,409.055708077297,8.03746460414446,,2358.19956234443,2017.2,,-64.59475,17.77752
1039,1043,Atlantic,17.77752,-64.59475,United States Virgin Islands,St Croix,2017,6/23/2017,Random,14:10,0,28.3,36.1207731243153,3.87565962402508,409.055708077297,8.03746460414446,,2358.19956234443,2017.2,,-64.59475,17.77752
1040,1044,Atlantic,17.77963,-64.59418,United States Virgin Islands,St Croix,2017,6/14/2017,Random,14:52,0,28.6,36.0863642060148,3.70957733198138,441.582342267943,8.01054745623223,,2357.21141634662,2032.5,,-64.5941799999999,17.7796300000001
1041,1044,Atlantic,17.77963,-64.59418,United States Virgin Islands,St Croix,2017,6/14/2017,Random,14:52,0,28.6,36.0513394313694,3.70957733198138,441.582342267943,8.01054745623223,,2357.21141634662,2032.5,,-64.5941799999999,17.7796300000001
1042,1044,Atlantic,17.77963,-64.59418,United States Virgin Islands,St Croix,2017,6/23/2017,Random,14:52,0,28.2,35.9805929187541,3.70957733198138,441.582342267943,8.01054745623223,,2357.21141634662,2032.5,,-64.5941799999999,17.7796300000001
1043,1068,Atlantic,17.8002,-64.58771,United States Virgin Islands,St Croix,2017,6/14/2017,Random,13:32,0,28.5,36.1155329389543,3.90353163937273,405.090479746553,8.04098580603893,,2359.98597461859,2016.2,,-64.58771,17.8002000000001
1044,1176,Atlantic,17.78456,-64.60783,United States Virgin Islands,St Croix,2017,6/14/2017,Random,16:00,0,28.6,36.0487192396398,3.72988025836246,439.977210564561,8.01266746882717,,2361.91403818737,2035.7,,-64.60783,17.7845600000001
1045,1176,Atlantic,17.78456,-64.60783,United States Virgin Islands,St Croix,2017,6/23/2017,Random,16:00,0,28.3,36.0640929320719,3.72988025836246,439.977210564561,8.01266746882717,,2361.91403818737,2035.7,,-64.60783,17.7845600000001
1046,1211,Atlantic,17.77644,-64.65765,United States Virgin Islands,St Croix,2017,6/14/2017,Random,17:30,0,28.8,36.1456637965382,4.09336691561444,379.635205601312,8.06301571775363,,2360.90132660931,1999.5,,-64.6576499999999,17.77644
1047,1217,Atlantic,17.6619,-64.89803,United States Virgin Islands,St Croix,2017,6/14/2017,Random,18:50,0,29,35.9674914083628,4.02817376404085,392.019304199343,8.05173251192771,,2356.95591874339,2002.9,,-64.8980299999999,17.6619000000001
1048,1016,Atlantic,17.76209,-64.50052,United States Virgin Islands,St Croix,2017,6/15/2017,Random,15:00,0,28.6,35.9622507775882,3.88942648288361,403.158434555034,8.04107264759667,,2347.33455859061,2005.1,,-64.5005199999999,17.76209
1049,1093,Atlantic,17.79593,-64.55041,United States Virgin Islands,St Croix,2017,6/15/2017,Random,18:00,0,28.7,36.0143090896688,3.84008129096056,413.361346465638,8.03191894446279,,2345.93519416619,2008.4,,-64.5504099999999,17.7959300000001
1050,1117,Atlantic,17.78568,-64.77319,United States Virgin Islands,St Croix,2017,6/15/2017,Random,19:58,0,28.7,36.1155329389543,3.96206928688476,404.666999313631,8.04293869040211,,2371.85219181891,2023.7,,-64.7731899999999,17.7856800000001
1051,1117,Atlantic,17.78568,-64.77319,United States Virgin Islands,St Croix,2017,6/22/2017,Random,19:58,0,28.4,36.0447889449076,3.96206928688476,404.666999313631,8.04293869040211,,2371.85219181891,2023.7,,-64.7731899999999,17.7856800000001
1052,1164,Atlantic,17.7828666666667,-64.7585,United States Virgin Islands,St Croix,2017,6/15/2017,Random,20:13,0,29.5,36.2701119926347,4.1284609412741,378.634288960562,8.05969682977355,,2341.95112533848,1976.9,,-64.7585,17.782866667
1053,1040,Atlantic,17.7841,-64.75726,United States Virgin Islands,St Croix,2017,6/22/2017,Random,13:19,0,28.3,36.1728265423648,3.85865572836778,409.753422162822,8.0372774359991,,2361.39931937578,2021.3,,-64.75726,17.7841
1054,1050,Atlantic,17.78921,-64.59921,United States Virgin Islands,St Croix,2017,6/23/2017,Random,15:40,0,28.3,36.0876742723814,3.83190186084707,411.810271520217,8.03500379206318,,2356.15870091266,2018.8,,-64.59921,17.78921
1055,1194,Atlantic,17.78706,-64.60955,United States Virgin Islands,St Croix,2017,6/23/2017,Random,18:50,0,28.9,35.9294964907322,3.9621432156061,396.234284479392,8.04672193676004,,2346.72222176439,1998.3,,-64.60955,17.7870600000001
1056,6104,Atlantic,18.3859,-64.95636,United States Virgin Islands,St Thomas and St John,2017,7/24/2017,Random,17:27,0,28.9,35.9828659550464,3.73523302848512,441.1446098296,8.0103953885083,,2353.80846233286,2027.5,,-64.95636,18.3859
1057,6104,Atlantic,18.3859,-64.95636,United States Virgin Islands,St Thomas and St John,2017,8/1/2017,Random,17:27,0,29.5,35.81681721147,3.73523302848512,441.1446098296,8.0103953885083,,2353.80846233286,2027.5,,-64.95636,18.3859
1058,6247,Atlantic,18.36581,-64.93069,United States Virgin Islands,St Thomas and St John,2017,7/24/2017,Random,15:35,0,29,35.5241859600361,3.78053418634182,431.526313359883,8.01884580489268,,2349.77102782912,2021.2,,-64.93069,18.3658100000001
1059,6014,Atlantic,18.3774,-64.92992,United States Virgin Islands,St Thomas and St John,2017,7/25/2017,Random,18:17,0,28.8,35.7552337104627,3.66317569197883,444.73142194218,8.00604615095039,,2338.77579016769,2019.3,,-64.92992,18.3774
1060,6159,Atlantic,18.39324,-64.91339,United States Virgin Islands,St Thomas and St John,2017,7/25/2017,Random,17:10,0,28.9,35.5634943555925,3.65347548287725,443.305659394697,8.00617221418376,,2329.06962281266,2011.1,,-64.9133899999999,18.39324
1061,6160,Atlantic,18.34716,-64.89714,United States Virgin Islands,St Thomas and St John,2017,7/25/2017,Random,15:40,0,28.6,35.7758516607904,3.68432153708579,434.560078109989,8.0137472944064,,2335.460275262,2013.2,,-64.89714,18.34716
1062,6194,Atlantic,18.33611,-64.84483,United States Virgin Islands,St Thomas and St John,2017,7/25/2017,Random,18:28,0,29.1,35.0697625353052,3.67929892822862,428.755673847271,8.01544783113584,,2304.72303460733,1985.4,,-64.8448299999999,18.3361100000001
1063,6215,Atlantic,18.35576,-64.8377,United States Virgin Islands,St Thomas and St John,2017,7/25/2017,Random,16:35,0,29,34.7853764317494,3.54885034698726,436.230006588975,8.0058079282234,,2275.59671826541,1968,,-64.8377,18.35576
1064,6232,Atlantic,18.35643,-64.85372,United States Virgin Islands,St Thomas and St John,2017,7/25/2017,Random,17:37,0,28.8,34.8260114930053,3.63416346482092,426.504170026752,8.01720289598215,,2297.10617579651,1982,,-64.85372,18.35643
1065,6066-1,Atlantic,18.368133,-64.691617,United States Virgin Islands,St Thomas and St John,2017,7/25/2017,Random,15:20,0,29,34.7644031481019,3.65815855642872,426.753146144755,8.01725399009477,,2298.57594695881,1982,,-64.691617,18.368133
1066,6072-1,Atlantic,18.371083,-64.708667,United States Virgin Islands,St Thomas and St John,2017,7/25/2017,Random,17:10,0,29.1,34.8641032755037,3.60431710241712,439.61136049334,8.00640862375634,,2298.4845129916,1986.8,,-64.7086669999999,18.3710830000001
1067,6074-1,Atlantic,18.3771,-64.74215,United States Virgin Islands,St Thomas and St John,2017,7/25/2017,Random,14:30,0,28.9,35.1388383310225,3.7124789133876,418.537130088536,8.02386102389077,,2304.93245034394,1981.6,,-64.74215,18.3771
1068,6080-1,Atlantic,18.370783,-64.719033,United States Virgin Islands,St Thomas and St John,2017,7/25/2017,Random,15:55,0,29.1,34.9808060508069,3.68004867618655,430.531708153603,8.01496527088418,,2308.87351605901,1990.1,,-64.719033,18.3707830000001
1069,6151,Atlantic,18.30584,-64.81911,United States Virgin Islands,St Thomas and St John,2017,7/26/2017,Random,18:25,0,29,35.1729935148131,3.53409060705268,454.355937171606,7.99443995544177,,2302.03803092352,1995.8,,-64.81911,18.30584
1070,6182,Atlantic,18.30685,-64.82407,United States Virgin Islands,St Thomas and St John,2017,7/26/2017,Random,18:04,0,29.3,34.8732732772255,3.58648261473918,439.93952470514,8.00361706254463,,2284.03613683955,1973.6,,-64.8240699999999,18.3068500000001
1071,6019-1,Atlantic,18.26886,-64.72592,United States Virgin Islands,St Thomas and St John,2017,7/26/2017,Random,14:15,0,29.1,34.7499838778956,3.7499914270314,410.039885679906,8.03061774574129,,2295.3214959139,1970,,-64.72592,18.2688600000001
1072,6033,Atlantic,18.30642,-64.90201,United States Virgin Islands,St Thomas and St John,2017,7/27/2017,Random,17:20,0,29.7,34.7447404791,3.62667178928192,440.8734909516,8.00309043087104,,2284.98551747096,1972.3,,-64.90201,18.3064200000001
1073,6085,Atlantic,18.30162,-64.96868,United States Virgin Islands,St Thomas and St John,2017,7/27/2017,Random,17:51,0,29.6,34.9400819369107,3.6136222826438,445.766901926822,7.99984444523262,,2292.46335290285,1980.4,,-64.9686799999999,18.3016200000001
1074,6149,Atlantic,18.2744,-64.88561,United States Virgin Islands,St Thomas and St John,2017,7/27/2017,Random,13:35,0,29.3,34.7050696212102,3.47435190530353,452.143447013936,7.99149175090898,,2264.8984239228,1964.8,,-64.88561,18.2744000000001
1075,6150,Atlantic,18.30137,-65.01194,United States Virgin Islands,St Thomas and St John,2017,7/27/2017,Random,18:15,0,29.6,35.0956141456541,3.58733061439065,454.42918366058,7.99343253155081,,2297.86835999537,1988,,-65.01194,18.3013700000001
1076,6196,Atlantic,18.30303,-64.8747,United States Virgin Islands,St Thomas and St John,2017,7/27/2017,Random,16:18,0,30,34.7679906485049,3.68042849807093,434.321736382011,8.00716356484229,,2280.1094634961,1962.5,,-64.8747,18.30303
1077,6242,Atlantic,18.3133,-64.75702,United States Virgin Islands,St Thomas and St John,2017,7/27/2017,Random,20:03,0,29.7,34.4812406220662,3.75093736628892,416.777221108758,8.02374267257196,,2285.67093371627,1962.3,,-64.75702,18.3133
1078,6243,Atlantic,18.31455,-64.75744,United States Virgin Islands,St Thomas and St John,2017,7/27/2017,Random,20:10,0,29.7,34.8627932716008,4.17043711690316,342.398771088391,8.0878186239944,,2272.59818166884,1906.6,,-64.75744,18.3145500000001
1079,6128-1,Atlantic,18.28102,-64.69855,United States Virgin Islands,St Thomas and St John,2017,7/27/2017,Random,14:45,0,29.3,34.6251044033714,3.67465189763654,418.070377119224,8.02101905471081,,2276.02634070727,1957.8,,-64.69855,18.2810200000001
1080,6175-1,Atlantic,18.30811,-64.71919,United States Virgin Islands,St Thomas and St John,2017,7/27/2017,Random,17:00,0,29.7,34.8313529037039,3.62165462719358,439.175663000355,8.0032608535065,,2279.5049702768,1966.6,,-64.71919,18.30811
1081,6055,Atlantic,18.29397,-65.13967,United States Virgin Islands,St Thomas and St John,2017,7/28/2017,Random,14:30,0,28.8,35.7941956559024,3.71129693760647,443.816481935735,8.00917454054193,,2355.01453603711,2031.8,,-65.13967,18.2939700000001
1082,6164,Atlantic,18.28545,-64.84159,United States Virgin Islands,St Thomas and St John,2017,7/28/2017,Random,13:50,0,29.3,34.6175835211122,3.59282714567742,433.921330986083,8.00808064248785,,2276.27715395657,1965.9,,-64.8415899999999,18.28545
1083,6068,Atlantic,18.36988,-64.6965,United States Virgin Islands,St Thomas and St John,2017,7/31/2017,Random,18:15,0,29.5,34.9558012755982,3.67758656822033,430.994701145005,8.01166393510884,,2292.40996545294,1973.9,,-64.6965,18.36988
1084,6079,Atlantic,18.37071,-64.72995,United States Virgin Islands,St Thomas and St John,2017,7/31/2017,Random,19:05,0,29.5,35.0395386266723,3.65430377886602,435.219512198742,8.00781748506884,,2291.45319877328,1974.7,,-64.72995,18.37071
1085,6109,Atlantic,18.29349,-64.74525,United States Virgin Islands,St Thomas and St John,2017,7/31/2017,Random,15:55,0,29.6,34.0890722550668,3.71466965871702,412.809841723445,8.02619604760516,,2270.65536912233,1951.3,,-64.7452499999999,18.2934900000001
1086,6110,Atlantic,18.30108,-64.69246,United States Virgin Islands,St Thomas and St John,2017,7/31/2017,Random,16:23,0,29.7,34.4301094610053,3.67830919332617,419.72028177387,8.0181911270676,,2265.17955146606,1947.7,,-64.69246,18.3010800000001
1087,6138,Atlantic,18.35556,-64.83497,United States Virgin Islands,St Thomas and St John,2017,7/31/2017,Random,16:01,0,29.4,34.6228272791609,3.46666023198024,457.370117127651,7.9881095477998,,2267.79175055636,1969.2,,-64.8349699999999,18.35556
1088,6248,Atlantic,18.31696,-64.83532,United States Virgin Islands,St Thomas and St John,2017,7/31/2017,Random,17:16,0,29.5,34.7001709906959,3.51393668943152,451.414227930187,7.99280813706315,,2270.49608654745,1967.4,,-64.83532,18.31696
1089,6003,Atlantic,18.33978,-64.68972,United States Virgin Islands,St Thomas and St John,2017,8/1/2017,Random,17:06,0,29.9,34.6791967432768,3.61290455563486,439.652811142687,8.00162938376823,,2269.64573137437,1958,,-64.68972,18.3397800000001
1090,6098,Atlantic,18.37601,-64.95971,United States Virgin Islands,St Thomas and St John,2017,8/1/2017,Random,13:55,0,28.9,35.8950843065178,3.7206402345489,438.196793277558,8.01134036992447,,2343.03790841608,2017.9,,-64.95971,18.3760100000001
1091,6155,Atlantic,18.34797,-65.05511,United States Virgin Islands,St Thomas and St John,2017,8/1/2017,Random,19:30,0,29.7,34.4602639051585,3.64473063305745,422.016396314701,8.01488388299806,,2257.1498830771,1942.2,,-65.05511,18.34797
1092,6158,Atlantic,18.37756,-64.97752,United States Virgin Islands,St Thomas and St John,2017,8/1/2017,Random,14:37,0,29,35.8849497078006,3.18495689541529,542.284024723744,7.93058956581752,,2309.57619275641,2034.9,,-64.97752,18.3775600000001
1093,6170,Atlantic,18.31565,-64.68488,United States Virgin Islands,St Thomas and St John,2017,8/1/2017,Random,13:37,0,29.4,34.5861206621279,3.58026789408299,431.801664115079,8.00776136375369,,2263.57956473351,1954,,-64.68488,18.3156500000001
1094,6237,Atlantic,18.30417,-64.82664,United States Virgin Islands,St Thomas and St John,2017,8/1/2017,Random,17:27,0,29.5,34.2775740557069,3.48344377415512,445.371287708622,7.99567611370599,,2249.90759220173,1950.3,,-64.8266399999999,18.3041700000001
1095,6241,Atlantic,18.35345,-64.69479,United States Virgin Islands,St Thomas and St John,2017,8/1/2017,Random,14:53,0,30.1,35.0029208665624,3.67240218322365,441.57967217175,8.00134700494939,,2285.63166161343,1968.4,,-64.69479,18.3534500000001
1096,6146,Atlantic,18.35572,-64.7876,United States Virgin Islands,St Thomas and St John,2017,8/2/2017,Random,14:24,0,29.2,34.8641032755037,3.54830147641025,443.353971354222,8.00040974870166,,2280.18277915782,1973,,-64.7875999999999,18.3557200000001
1097,6147,Atlantic,18.3958,-64.78665,United States Virgin Islands,St Thomas and St John,2017,8/2/2017,Random,13:50,0,29.2,34.8536232186815,3.67486634072156,423.225939442993,8.01815367545994,,2289.20577722746,1970.5,,-64.78665,18.3958000000001
1098,6203,Atlantic,18.32812,-64.95457,United States Virgin Islands,St Thomas and St John,2017,8/2/2017,Random,16:05,0,29.4,34.4009212811044,3.59811101361021,426.260111632562,8.01244955543053,,2260.57493898719,1949.9,,-64.9545699999999,18.3281200000001
1099,6222,Atlantic,18.35641,-64.76295,United States Virgin Islands,St Thomas and St John,2017,8/2/2017,Random,16:55,0,29.2,34.9269823873016,3.63814986052113,428.172873635192,8.01314077854457,,2284.81608195547,1969,,-64.7629499999999,18.35641
1100,6230,Atlantic,18.33304,-64.9407,United States Virgin Islands,St Thomas and St John,2017,8/2/2017,Random,13:05,0,29.2,34.3121091254366,3.46686001429215,443.518171687308,7.99766808293055,,2252.26785097173,1953.5,,-64.9406999999999,18.33304
1101,6231,Atlantic,18.33479,-64.97598,United States Virgin Islands,St Thomas and St John,2017,8/2/2017,Random,18:10,0,29.7,34.5481023305518,3.54007136670824,446.688317929002,7.99583915281124,,2264.23898655453,1959.4,,-64.9759799999999,18.3347900000001
1102,6278,Atlantic,18.33804,-64.79784,United States Virgin Islands,St Thomas and St John,2017,8/2/2017,Random,19:58,0,29.4,34.6316590589802,3.66037348251152,420.205687660552,8.01828158621142,,2270.81602174818,1953.8,,-64.79784,18.33804
1103,6119,Atlantic,18.32555,-64.83027,United States Virgin Islands,St Thomas and St John,2017,8/3/2017,Random,17:04,0,29.3,34.4274873123798,3.41468151461945,458.998103944169,7.9856613338982,,2255.7983323101,1962.1,,-64.83027,18.3255500000001
1104,6161,Atlantic,18.30864,-64.85681,United States Virgin Islands,St Thomas and St John,2017,8/3/2017,Random,18:10,0,34.9,34.3855324330896,3.70867800940456,534.734115675032,7.92789326183769,,2262.03440397788,1954.4,,-64.8568099999999,18.30864
1105,6162,Atlantic,18.30999,-64.84436,United States Virgin Islands,St Thomas and St John,2017,8/3/2017,Random,14:30,0,29.4,34.4366648164387,3.52749334567568,440.000060554396,8.00110031652999,,2259.92899305785,1955.8,,-64.8443599999999,18.30999
1106,6411,Atlantic,18.36015,-64.80607,United States Virgin Islands,St Thomas and St John,2017,8/3/2017,Random,18:36,0,29.5,34.5284373714394,3.67814034466773,417.533632176585,8.02040530388666,,2268.54545630629,1950.4,,-64.80607,18.36015
1107,6426,Atlantic,18.36591,-64.99993,United States Virgin Islands,St Thomas and St John,2017,8/3/2017,Random,16:22,0,29.2,34.9768170203467,3.59585604952113,437.017674837494,8.00595284639833,,2285.66182228002,1973.8,,-64.9999299999999,18.36591
1108,6025,Atlantic,18.335,-64.68832,United States Virgin Islands,St Thomas and St John,2017,8/4/2017,Random,13:44,0,29.2,34.6411803157828,3.46378718860874,448.798219347352,7.99347403578588,,2259.12855030593,1959.8,,-64.68832,18.335
1109,6062,Atlantic,18.33985,-64.81715,United States Virgin Islands,St Thomas and St John,2017,8/4/2017,Random,14:10,0,29.2,34.5700443836058,3.41739191186498,462.253200530939,7.98443784015156,,2266.1136568781,1971.9,,-64.81715,18.3398500000001
1110,6218,Atlantic,18.34473,-64.6848,United States Virgin Islands,St Thomas and St John,2017,8/4/2017,Random,15:06,0,29.4,34.9230525045699,3.44546047525853,463.906591054911,7.98242113811189,,2269.86422873984,1972.2,,-64.6847999999999,18.34473
1111,4169,Atlantic,17.74259,-64.59541,United States Virgin Islands,St Croix,2019,6/3/2019,Random,6:07,0,29.4,35.86005544,3.884309481,425.4229942,8.023475446,8.091148047,2357.588496,2018.9,,-64.59541,17.7425900000001
1112,4163,Atlantic,17.72796,-64.617,United States Virgin Islands,St Croix,2019,6/5/2019,Random,16:27,0,29.1,35.80109396,3.641677626,464.5231527,7.992870153,8.054729311,2354.913324,2039,,-64.617,17.7279600000001
1113,4188,Atlantic,17.757353,-64.50613,United States Virgin Islands,St Croix,2019,6/5/2019,Random,14:37,0,28.3,35.68307131,3.848832527,412.1203965,8.037373217,8.079722577,2364.732368,2028.2,,-64.50613,17.757353
1114,4348,Atlantic,17.78966,-64.53509,United States Virgin Islands,St Croix,2019,6/5/2019,Random,17:15,0,28,35.96749141,3.840258352,409.8169408,8.039251065,8.080712195,2368.224861,2030.7,,-64.53509,17.78966
1115,4371,Atlantic,17.79479,-64.62058,United States Virgin Islands,St Croix,2019,6/5/2019,Random,14:40,0,28.3,35.92163537,3.490328219,476.8707009,7.983517826,8.036399961,2352.20077,2048.5,,-64.62058,17.79479
1116,4421,Atlantic,17.81077,-64.63118,United States Virgin Islands,St Croix,2019,6/5/2019,Random,13:35,0,27.8,35.90853344,3.826400136,409.8670693,8.040173483,8.07596641,2371.906819,2035.7,,-64.63118,17.81077
1117,4051,Atlantic,17.67005,-64.78214,United States Virgin Islands,St Croix,2019,6/6/2019,Random,16:32,0,29.1,35.88757014,3.839747113,427.9603554,8.021836148,8.076816367,2358.811157,2023.6,,-64.78214,17.6700500000001
1118,4053,Atlantic,17.6687,-64.77534,United States Virgin Islands,St Croix,2019,6/6/2019,Random,15:49,0,28.7,35.75261309,3.738322767,434.7093553,8.016169589,8.073321802,2351.922521,2025.8,,-64.77534,17.6687000000001
1119,4060,Atlantic,17.67053,-64.78352,United States Virgin Islands,St Croix,2019,6/6/2019,Random,17:09,0,29.2,35.81812748,3.844349495,424.3573332,8.02344746,8.088392687,2349.471038,2013.8,,-64.78352,17.67053
1120,4330,Atlantic,17.78809,-64.60087,United States Virgin Islands,St Croix,2019,6/6/2019,Random,16:59,0,28.6,35.96225078,3.586701526,468.9480664,7.990652979,8.039605986,2362.45469,2050.5,,-64.60087,17.7880900000001
1121,4331,Atlantic,17.78757,-64.61003,United States Virgin Islands,St Croix,2019,6/6/2019,Random,19:26,0,28.9,35.75785433,3.754246096,434.5131097,8.015661442,8.071087302,2349.041127,2021.6,,-64.6100299999999,17.7875700000001
1122,4332,Atlantic,17.78802,-64.60702,United States Virgin Islands,St Croix,2019,6/6/2019,Random,18:32,0,28.8,35.82336852,3.645060256,460.1664718,7.997294222,8.046742267,2360.762256,2044.1,,-64.60702,17.7880200000001
1123,4235,Atlantic,17.77153,-64.53509,United States Virgin Islands,St Croix,2019,6/7/2019,Random,13:45,0,28.5,35.57694344,3.813761935,417.6089828,8.031427059,8.078397265,2355.102246,2022.3,,-64.53509,17.77153
1124,4254,Atlantic,17.78028,-64.519,United States Virgin Islands,St Croix,2019,6/7/2019,Random,13:56,0,28.4,35.70141377,3.797425687,417.5233315,8.030798704,8.080210991,2352.554013,2020.3,,-64.5189999999999,17.7802800000001
1125,4295,Atlantic,17.78536,-64.59655,United States Virgin Islands,St Croix,2019,6/7/2019,Random,17:46,0,28.7,35.96487109,3.5964409,449.9733945,8.003213507,8.052267947,2347.629071,2032.9,,-64.59655,17.78536
1126,4300,Atlantic,17.78485,-64.5075,United States Virgin Islands,St Croix,2019,6/7/2019,Random,15:45,0,28.5,35.48915399,3.819991415,416.6603877,8.032627277,8.079561814,2355.866641,2022.9,,-64.5074999999999,17.7848500000001
1127,4311,Atlantic,17.78623,-64.49837,United States Virgin Islands,St Croix,2019,6/7/2019,Random,14:05,0,28.4,35.72630682,3.830529348,413.5025982,8.034686368,8.078522204,2356.459014,2021.2,,-64.49837,17.78623
1128,4343,Atlantic,17.78968,-64.58989,United States Virgin Islands,St Croix,2019,6/7/2019,Random,17:29,0,38.3,35.81943774,3.873957597,659.7736536,7.859861826,8.054029678,2351.898132,2036.9,,-64.58989,17.78968
1129,4202,Atlantic,17.76155,-64.58775,United States Virgin Islands,St Croix,2019,6/10/2019,Random,18:46,0,28.2,35.75261309,4.113123207,352.1164797,8.086442089,8.128781476,2332.217441,1967.5,,-64.58775,17.7615500000001
1130,4225,Atlantic,17.76771,-64.60427,United States Virgin Islands,St Croix,2019,6/10/2019,Random,16:59,0,28.3,35.8666066,3.567633859,459.9732813,7.996322968,8.037301259,2351.598354,2040.6,,-64.60427,17.76771
1131,4313,Atlantic,17.78412,-64.75771,United States Virgin Islands,St Croix,2019,6/10/2019,Random,14:22,0,28,35.91508442,3.69642423,432.134699,8.019650546,8.056105686,2359.919513,2036,,-64.75771,17.78412
1132,4317,Atlantic,17.7851,-64.75742,United States Virgin Islands,St Croix,2019,6/10/2019,Random,15:13,0,28,35.91508442,3.676148341,437.787308,8.015634143,8.059418515,2363.356847,2041.6,,-64.75742,17.7851000000001
1133,4322,Atlantic,17.78543,-64.76102,United States Virgin Islands,St Croix,2019,6/10/2019,Random,16:05,0,28,35.83385058,3.707810637,432.0552555,8.0206755,8.063830025,2364.454426,2040.1,,-64.76102,17.7854300000001
1134,4409,Atlantic,17.80457,-64.63662,United States Virgin Islands,St Croix,2019,6/10/2019,Random,15:15,0,28.4,35.71582557,3.637788314,450.8168217,8.004756133,8.056719775,2357.851095,2041.3,,-64.6366199999999,17.8045700000001
1135,4025,Atlantic,17.65552,-64.80432,United States Virgin Islands,St Croix,2019,6/11/2019,Random,,0,28.3,35.86136567,3.654090981,446.494043,8.008001424,8.073647224,2359.36008,2040.4,,-64.80432,17.65552
1136,4036,Atlantic,17.65803,-64.84585,United States Virgin Islands,St Croix,2019,6/11/2019,Random,18:16,0,28.7,35.61363031,3.754230949,431.028406,8.019487826,8.095535114,2351.266724,2024.2,,-64.84585,17.65803
1137,4058,Atlantic,17.67007,-64.82313,United States Virgin Islands,St Croix,2019,6/11/2019,Random,16:32,0,28.9,35.30569977,3.606503628,462.3990308,7.995245564,8.06699556,2348.411558,2037.2,,-64.8231299999999,17.6700700000001
1138,4248,Atlantic,17.78087,-64.507,United States Virgin Islands,St Croix,2019,6/11/2019,Random,15:25,0,28.2,35.90722324,3.553998797,460.9332216,7.995633711,8.04587102,2352.144266,2042.1,,-64.5069999999999,17.78087
1139,4279,Atlantic,17.78271,-64.60324,United States Virgin Islands,St Croix,2019,6/11/2019,Random,17:31,0,28.5,35.71975605,3.30774323,513.5885667,7.95502635,8.037406212,2335.619725,2050,,-64.60324,17.7827100000001
1140,4289,Atlantic,17.78324,-64.6094,United States Virgin Islands,St Croix,2019,6/12/2019,Random,5:18,0,28.3,35.84695306,3.575703945,462.470283,7.995714718,8.058595554,2359.518833,2048.3,,-64.6093999999999,17.78324
1141,4389,Atlantic,17.80131,-64.47317,United States Virgin Islands,St Croix,2019,6/12/2019,Random,15:22,0,28.1,35.7447512,3.658423125,438.0056147,8.014390824,8.072546637,2353.598203,2034,,-64.47317,17.8013100000001
1142,4404,Atlantic,17.80346,-64.53737,United States Virgin Islands,St Croix,2019,6/12/2019,Random,15:20,0,28.2,35.85219402,3.619044537,449.2088185,8.005381413,8.064582277,2355.423174,2039.5,,-64.53737,17.80346
1143,4420,Atlantic,17.8109,-64.47398,United States Virgin Islands,St Croix,2019,6/12/2019,Random,16:53,0,28.2,35.92032518,3.695463443,436.4975848,8.015886682,8.080991787,2359.653826,2036.2,,-64.47398,17.8109000000001
1144,4423,Atlantic,17.81132,-64.62592,United States Virgin Islands,St Croix,2019,6/12/2019,Random,13:35,0,28,35.98059292,3.660143078,440.415657,8.013132739,8.077879827,2362.081275,2041.5,,-64.62592,17.81132
1145,4431,Atlantic,17.82509,-64.48134,United States Virgin Islands,St Croix,2019,6/12/2019,Random,19:28,0,28.4,35.73164799,3.690017921,443.0692292,8.011553465,8.071283414,2362.795566,2041.4,,-64.4813399999999,17.82509
1146,4217,Atlantic,17.76669,-64.60301,United States Virgin Islands,St Croix,2019,6/13/2019,Random,17:23,0,28,35.88757014,3.700852739,434.1086728,8.019028059,8.078759404,2365.632267,2041.8,,-64.60301,17.76669
1147,4241,Atlantic,17.7744,-64.51426,United States Virgin Islands,St Croix,2019,6/13/2019,Random,15:05,0,28.1,35.73557896,3.652841628,441.3727059,8.012432585,8.072535607,2358.080084,2039.3,,-64.51426,17.7744000000001
1148,4294,Atlantic,17.78313,-64.51539,United States Virgin Islands,St Croix,2019,6/13/2019,Random,18:28,0,28.5,35.84302232,3.810782087,421.5007713,8.028192148,8.088379599,2360.683135,2027.2,,-64.51539,17.78313
1149,4372,Atlantic,17.79509,-64.58427,United States Virgin Islands,St Croix,2019,6/13/2019,Random,17:46,0,28.2,35.91901499,3.684862026,440.3846907,8.013342756,8.070179195,2363.235766,2041.1,,-64.5842699999999,17.7950900000001
1150,4407,Atlantic,17.80396,-64.60463,United States Virgin Islands,St Croix,2019,6/13/2019,Random,18:01,0,28.3,36.03299801,3.778811555,425.0982989,8.025287774,8.091206624,2363.648274,2032.1,,-64.60463,17.8039600000001
1151,4178,Atlantic,17.75327,-64.5116,United States Virgin Islands,St Croix,2019,6/14/2019,Random,15:11,0,28.1,35.68438149,3.650979679,440.9058267,8.012754336,8.076118328,2356.710137,2038.3,,-64.5116,17.75327
