"basin","region","subRegion","siteName","latitude","longitude","depth","intrumentType","projectCode","tagNum","fate","dateDeployment","dateRecovery","duration","species","dimensions","massBlockPre","massEpoxiedPre","volumeBlockPre","densityRWPre","densityHUPre","densityCTPre","massDirtyPost","massCleanPost","volumeBlockPost","densityHUPost","densityCTPost","macroboring","grazing","accretion","machinePre","machinePost","carbMDPre","carbEQPre","carbMDPost","carbEQPost","sa","notes","instrument"
"pacific","MARIAN","GUA","OCC-GUA-005",13.47516,144.86485,15.848826577263,"BMU","NCRMP",1049,"BASE ONLY",2014-03-29,2017-05-21,3.15,"P. lobata","5x2x1",13.6854,30.1249,10.355,1.321622405,NA,NA,21.0848,15.013,NA,NA,NA,NA,NA,NA,"3Dscan","macro",NA,NA,NA,NA,NA,NA,NA
"pacific","MARIAN","GUA","OCC-GUA-002",13.6033,144.92365,15.5440414507772,"BMU","NCRMP",1047,"NOT RECOVERED",2014-03-30,NA,NA,"P. lobata","5x2x1",18.4489,35.1963,12.087,1.526342351,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3Dscan","macro",NA,NA,NA,NA,NA,NA,NA
"pacific","MARIAN","GUA","OCC-GUA-002",13.6033,144.92365,15.5440414507772,"BMU","NCRMP",1050,"NOT RECOVERED",2014-03-30,NA,NA,"P. lobata","5x2x1",14.3478,30.4074,10.353,1.385859171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3Dscan","macro",NA,NA,NA,NA,NA,NA,NA
"pacific","MARIAN","GUA","OCC-GUA-002",13.6033,144.92365,15.5440414507772,"BMU","NCRMP",1056,"BASE ONLY",2014-03-30,2017-05-28,3.16,"P. lobata","5x2x1",18.2963,33.7362,12.738,1.436355786,NA,NA,16.3101,14.2275,NA,NA,NA,NA,NA,NA,"micro","macro",NA,NA,NA,NA,NA,NA,NA
"pacific","MARIAN","GUA","OCC-GUA-002",13.6033,144.92365,15.5440414507772,"BMU","NCRMP",1059,"NOT RECOVERED",2014-03-30,NA,NA,"P. lobata","5x2x1",13.977,30.0704,10.191,1.371504268,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3Dscan","macro",NA,NA,NA,NA,NA,NA,NA
"pacific","MARIAN","GUA","OCC-GUA-002",13.6033,144.92365,15.5440414507772,"BMU","NCRMP",1061,"NOT RECOVERED",2014-03-30,NA,NA,"P. lobata","5x2x1",19.2648,35.4761,12.234,1.574693477,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3Dscan","macro",NA,NA,NA,NA,NA,NA,NA
"pacific","MARIAN","GUA","OCC-GUA-005",13.47516,144.86485,15.848826577263,"BMU","NCRMP",1064,"SUCCESSFULLY RECOVERED",2014-04-15,2017-05-14,3.08,"P. lobata","5x2x1",13.5874,30.0473,10.255,1.324953681,NA,NA,39.0368,34.6,9.853045464,NA,1.40665727,-0.1027650833,-0.29919,3.334547997,"3Dscan","macro",NA,NA,NA,NA,NA,NA,NA
"pacific","MARIAN","GUA","OCC-GUA-015",13.52894,144.80037,15.2392563242914,"BMU","NCRMP",1071,"BASE ONLY",2014-04-22,2017-05-04,3.04,"P. lobata","5x2x1",19.1548,35.2133,11.881,1.612221194,NA,NA,15.6097,13.694,NA,NA,NA,NA,NA,NA,"3Dscan","macro",NA,NA,NA,NA,NA,NA,NA
"pacific","MARIAN","GUA","OCC-GUA-009",13.24126317,144.7044194,14.9344711978055,"BMU","NCRMP",1076,"SUCCESSFULLY RECOVERED",2014-04-27,2017-05-06,3.03,"P. lobata","5x2x1",14.1295,29.8201,10.381,1.36109238,NA,NA,42.3437,39.8723,10.00018501,NA,1.44689047,-0.1100263596,-0.27079,3.846888542,"micro","macro",NA,NA,NA,NA,NA,NA,NA
"pacific","MARIAN","GUA","OCC-GUA-009",13.24126317,144.7044194,14.9344711978055,"BMU","NCRMP",1077,"BASE ONLY",2014-04-28,2017-05-06,3.02,"P. lobata","5x2x1",14.8897,30.0312,10.914,1.364275243,NA,NA,18.3424,12.9902,NA,NA,NA,NA,NA,NA,"3Dscan","macro",NA,NA,NA,NA,NA,NA,NA
"pacific","MARIAN","GUA","OCC-GUA-009",13.24126317,144.7044194,14.9344711978055,"BMU","NCRMP",1079,"SUCCESSFULLY RECOVERED",2014-04-30,2017-05-06,3.02,"P. lobata","5x2x1",16.741,33.6311,11.956,1.400217464,NA,NA,38.815,35.1105,10.58241749,NA,1.46330596,-0.5360555649,-0.83753,2.443325043,"3Dscan","macro",NA,NA,NA,NA,NA,NA,NA
"pacific","MARIAN","GUA","OCC-GUA-015",13.52894,144.80037,15.2392563242914,"BMU","NCRMP",1089,"SUCCESSFULLY RECOVERED",2014-05-10,2017-05-04,2.99,"P. lobata","5x2x1",14.0884,31.5967,10.906,1.291802677,NA,NA,58.3084,56.6411,10.77285745,NA,1.32488502,-0.02379226426,-0.10935,23.33272681,"3Dscan","macro",NA,NA,NA,NA,NA,NA,NA
"pacific","MARIAN","GUA","OCC-GUA-015",13.52894,144.80037,15.2392563242914,"BMU","NCRMP",1090,"SUCCESSFULLY RECOVERED",2014-05-11,2017-05-04,2.98,"P. lobata","5x2x1",14.4161,30.915,10.604,1.359496416,NA,NA,33.4097,32.3128,5.297469518,NA,1.40673742,-0.007759093396,-5.29877,7.503137728,"3Dscan","macro",NA,NA,NA,NA,NA,NA,NA
"pacific","MARIAN","GUA","OCC-GUA-009",13.24126317,144.7044194,14.9344711978055,"BMU","NCRMP",1096,"SUCCESSFULLY RECOVERED",2014-05-17,2017-05-06,2.97,"P. lobata","5x2x1",15.7606,32.8729,11.655,1.352260832,NA,NA,39.2665,27.5422,11.30638218,NA,1.44805485,-0.08186531067,-0.26675,3.354623795,"3Dscan","macro",NA,NA,NA,NA,NA,NA,NA
"pacific","MARIAN","GUA","OCC-GUA-015",13.52894,144.80037,15.2392563242914,"BMU","NCRMP",1100,"BASE ONLY",2014-05-21,2017-05-04,2.96,"P. lobata","5x2x1",15.5096,32.314,10.047,1.543704588,NA,NA,22.9088,21.3924,NA,NA,NA,NA,NA,NA,"3Dscan","macro",NA,NA,NA,NA,NA,NA,NA
"pacific","MARIAN","GUA","OCC-GUA-015",13.52896,144.80035,47,"BMU","NCRMP",4740,"NOT RECOVERED",2017-05-04,NA,NA,"P. lobata","5x2x1",10.6603,26.0798,9.790509224,1.088840198,NA,1.087194896,NA,NA,NA,NA,NA,NA,NA,NA,"macro","macro",NA,NA,NA,NA,NA,NA,NA
"pacific","MARIAN","GUA","OCC-GUA-015",13.52896,144.80035,47,"BMU","NCRMP",4741,"NOT RECOVERED",2017-05-04,NA,NA,"P. lobata","5x2x1",12.8012,28.3606,10.43860817,1.226332073,NA,1.212607864,NA,NA,NA,NA,NA,NA,NA,NA,"macro","macro",NA,NA,NA,NA,NA,NA,NA
"pacific","MARIAN","GUA","OCC-GUA-015",13.52896,144.80035,47,"BMU","NCRMP",4742,"SUCCESSFULLY RECOVERED",2017-05-04,2022-04-12,4.942465753,"P. lobata","5x2x1",12.406,28.1147,10.85157394,1.143244295,NA,1.135577536,30.1508,28.0735,9.276022911,NA,1.228922781,-0.009535789,1.56601524,0.360325813,"macro","macro",NA,NA,NA,NA,NA,NA,NA
"pacific","MARIAN","GUA","OCC-GUA-015",13.52896,144.80035,47,"BMU","NCRMP",4743,"PLATE ONLY",2017-05-04,2022-04-12,4.942465753,"P. lobata","5x2x1",11.7523,27.4031,10.86865425,1.081302223,NA,1.078899752,17.5469,16.0974,NA,NA,NA,NA,NA,NA,"macro","macro",NA,NA,NA,NA,NA,NA,NA
"pacific","MARIAN","GUA","OCC-GUA-015",13.52896,144.80035,47,"BMU","NCRMP",4744,"SUCCESSFULLY RECOVERED",2017-05-04,2022-04-12,4.942465753,"P. lobata","5x2x1",12.737,28.2684,10.46282959,1.217357111,NA,1.2003334,32.3505,30.2124,9.802019119,NA,1.274286442,-0.00875473,0.652055741,1.390585899,"macro","macro",NA,NA,NA,NA,NA,NA,NA
"pacific","MARIAN","GUA","OCC-GUA-009",13.2421,144.70448,45,"BMU","NCRMP",4735,"SUCCESSFULLY RECOVERED",2017-05-06,2022-04-18,4.953424658,"P. lobata","5x2x1",10.9421,26.4532,10.21513081,1.071165921,NA,1.059770704,28.9926,27.1838,8.852748871,NA,1.19041042,-0.013638496,1.348743443,0.746795654,"macro","macro",NA,NA,NA,NA,NA,NA,NA
"pacific","MARIAN","GUA","OCC-GUA-009",13.2421,144.70448,45,"BMU","NCRMP",4736,"SUCCESSFULLY RECOVERED",2017-05-06,2022-04-18,4.953424658,"P. lobata","5x2x1",10.998,26.9783,10.24736881,1.073251115,NA,1.065382592,28.1929,22.889,4.864857674,NA,1.179366408,-0.152237892,5.230273244,0.528923035,"macro","macro",NA,NA,NA,NA,NA,NA,NA
"pacific","MARIAN","GUA","OCC-GUA-009",13.2421,144.70448,45,"BMU","NCRMP",4737,"SUCCESSFULLY RECOVERED",2017-05-06,2022-04-18,4.953424658,"P. lobata","5x2x1",12.7132,28.5483,10.88087654,1.168398516,NA,1.15488164,32.822,28.3823,8.671448708,NA,1.32877123,-0.886931419,1.407382963,1.25902462,"macro","macro",NA,NA,NA,NA,NA,NA,NA
"pacific","MARIAN","GUA","OCC-GUA-009",13.2421,144.70448,45,"BMU","NCRMP",4738,"SUCCESSFULLY RECOVERED",2017-05-06,2022-04-18,4.953424658,"P. lobata","5x2x1",12.7593,28.6261,10.44694233,1.221343011,NA,1.208051368,39.2029,32.8551,8.554023743,NA,1.307509346,-0.549719811,1.343198777,4.161878586,"macro","macro",NA,NA,NA,NA,NA,NA,NA
"pacific","MARIAN","GUA","OCC-GUA-009",13.2421,144.70448,45,"BMU","NCRMP",4739,"SUCCESSFULLY RECOVERED",2017-05-06,2022-04-18,4.953424658,"P. lobata","5x2x1",11.533,26.9699,10.64987183,1.082923831,NA,1.075130544,31.4629,26.4852,8.186573982,NA,1.206434883,-0.045387268,2.41791058,0.709733963,"macro","macro",NA,NA,NA,NA,NA,NA,NA
"pacific","MARIAN","GUA","OCC-GUA-002",13.60334,144.92366,49,"BMU","NCRMP",4730,"SUCCESSFULLY RECOVERED",2017-05-08,2022-04-17,4.945205479,"P. lobata","5x2x1",11.5813,27.0758,10.19205952,1.136306158,NA,1.129416504,24.6387,20.9634,0.866280556,NA,1.237032004,-0.038469315,9.28730965,3.743711472,"macro","macro",NA,NA,NA,NA,NA,NA,NA
"pacific","MARIAN","GUA","OCC-GUA-002",13.60334,144.92366,49,"BMU","NCRMP",4731,"SUCCESSFULLY RECOVERED",2017-05-08,2022-04-17,4.945205479,"P. lobata","5x2x1",12.0039,27.934,10.64702225,1.127441994,NA,1.12211636,21.7178,19.7975,2.745388985,NA,1.254869439,-0.19342804,7.708205225,0.084199905,"macro","macro",NA,NA,NA,NA,NA,NA,NA
"pacific","MARIAN","GUA","OCC-GUA-002",13.60334,144.92366,49,"BMU","NCRMP",4732,"SUCCESSFULLY RECOVERED",2017-05-08,2022-04-17,4.945205479,"P. lobata","5x2x1",11.1504,26.5764,10.42895222,1.069177398,NA,1.07578064,21.1655,17.4146,0.775351524,NA,1.38835421,-0.01417923,9.639421466,0.681967735,"macro","macro",NA,NA,NA,NA,NA,NA,NA
"pacific","MARIAN","GUA","OCC-GUA-002",13.60334,144.92366,49,"BMU","NCRMP",4733,"PLATE ONLY",2017-05-08,2022-04-17,4.945205479,"P. lobata","5x2x1",12.0574,27.5017,10.93241787,1.102903323,NA,1.093992088,16.7941,16.0806,NA,NA,NA,NA,NA,NA,"macro","macro",NA,NA,NA,NA,NA,NA,NA
"pacific","MARIAN","GUA","OCC-GUA-002",13.60334,144.92366,49,"BMU","NCRMP",4734,"SUCCESSFULLY RECOVERED",2017-05-08,2022-04-17,4.945205479,"P. lobata","5x2x1",12.1808,28.0107,10.94107819,1.113308925,NA,1.107358448,20.3309,17.6915,1.060506821,NA,1.250519821,-0.032838821,9.847732548,0.064621925,"macro","macro",NA,NA,NA,NA,NA,NA,NA
"pacific","MARIAN","GUA","OCC-GUA-005",13.4752,144.8649,54,"BMU","NCRMP",4745,"SUCCESSFULLY RECOVERED",2017-05-14,2022-05-01,4.967123288,"P. lobata","5x2x1",10.6529,26.3269,10.37204647,1.027077928,NA,1.0169772,18.4011,17.133,0.835021019,NA,1.208244025,-0.029542923,9.507482528,0.258187294,"macro","macro",NA,NA,NA,NA,NA,NA,NA
"pacific","MARIAN","GUA","OCC-GUA-005",13.4752,144.8649,54,"BMU","NCRMP",4746,"SUCCESSFULLY RECOVERED",2017-05-14,2022-05-01,4.967123288,"P. lobata","5x2x1",11.1312,27.0902,10.47492313,1.06265219,NA,1.0592208,19.1476,17.3484,0.808945656,NA,1.268919934,-0.01339817,9.652579304,0.122300148,"macro","macro",NA,NA,NA,NA,NA,NA,NA
"pacific","MARIAN","GUA","OCC-GUA-005",13.4752,144.8649,54,"BMU","NCRMP",4747,"SUCCESSFULLY RECOVERED",2017-05-14,2022-05-01,4.967123288,"P. lobata","5x2x1",11.4226,26.8113,10.67206764,1.070326799,NA,1.08269932,20.146,16.9402,0.032572746,NA,1.51036182,-0.000180244,10.63931465,0.803924561,"macro","macro",NA,NA,NA,NA,NA,NA,NA
"pacific","MARIAN","GUA","OCC-GUA-005",13.4752,144.8649,54,"BMU","NCRMP",4748,"PLATE ONLY",2017-05-14,2022-05-01,4.967123288,"P. lobata","5x2x1",11.5741,27.291,10.75069714,1.076590648,NA,1.070447704,18.0473,16.8736,NA,NA,NA,NA,NA,NA,"macro","macro",NA,NA,NA,NA,NA,NA,NA
"pacific","MARIAN","GUA","OCC-GUA-005",13.4752,144.8649,54,"BMU","NCRMP",4749,"SUCCESSFULLY RECOVERED",2017-05-14,2022-05-01,4.994520548,"P. lobata","5x2x1",11.5542,27.3992,10.3338089,1.118096929,NA,1.109243216,26.0919,22.5984,4.501665115,NA,1.253335491,-0.126583099,5.705560686,0.530751228,"macro","macro",NA,NA,NA,NA,NA,NA,NA
"pacific","MHI","HAW","OCC-HAW-014",20.24913,-155.89095,13.4,"BMU","NCRMP",4604,"SUCCESSFULLY RECOVERED",2013-08-03,2016-08-15,3.04,"Isopora sp.","5x2x1",NA,37.9424,NA,NA,NA,NA,35.5021,32.4417,9.049163818,NA,1.69963813,-0.564834595,NA,0.081968308,NA,"macro",NA,NA,NA,NA,NA,NA,NA
"pacific","MHI","HAW","OCC-HAW-014",20.24913,-155.89095,13.4,"BMU","NCRMP",4624,"SUCCESSFULLY RECOVERED",2013-08-03,2016-08-15,3.04,"Isopora sp.","5x2x1",NA,36.6528,NA,NA,NA,NA,36.9887,34.0881,8.842655182,NA,1.73854679,-1.257162094,NA,0.783488274,NA,"macro",NA,NA,NA,NA,NA,NA,NA
"pacific","MHI","HAW","OCC-HAW-002",20.26828,-155.8604,13.1,"BMU","NCRMP",4628,"SUCCESSFULLY RECOVERED",2013-08-03,2016-08-15,3.04,"Isopora sp.","5x2x1",NA,32.6537,NA,NA,NA,NA,35.0024,32.3896,7.113132477,NA,1.76916276,-0.097486496,NA,0.196269035,NA,"macro",NA,NA,NA,NA,NA,NA,NA
"pacific","MHI","HAW","OCC-HAW-002",20.26828,-155.8604,13.1,"BMU","NCRMP",4628,"NOT RECOVERED",2013-08-03,NA,NA,"Isopora sp.","5x2x1",NA,32.6537,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"macro",NA,NA,NA,NA,NA,NA,NA
"pacific","MHI","HAW","OCC-HAW-002",20.26828,-155.8604,13.1,"BMU","NCRMP",4633,"SUCCESSFULLY RECOVERED",2013-08-03,2016-08-15,3.04,"Isopora sp.","5x2x1",NA,41.9964,NA,NA,NA,NA,43.5976,40.984,10.00960064,NA,1.92644163,-0.394417763,NA,0.22047329,NA,"macro",NA,NA,NA,NA,NA,NA,NA
"pacific","MHI","HAW","OCC-HAW-002",20.26828,-155.8604,13.1,"BMU","NCRMP",4650,"SUCCESSFULLY RECOVERED",2013-08-03,2016-08-15,3.04,"Isopora sp.","5x2x1",NA,37.4454,NA,NA,NA,NA,39.7458,34.2857,7.986637626,NA,1.8206392,-1.722772877,NA,0.889637692,NA,"macro",NA,NA,NA,NA,NA,NA,NA
"pacific","MHI","HAW","OCC-HAW-014",20.24913,-155.89095,13.4,"BMU","NCRMP",4686,"SUCCESSFULLY RECOVERED",2013-08-03,2016-08-15,3.04,"Isopora sp.","5x2x1",NA,39.1497,NA,NA,NA,NA,41.1218,38.2685,10.73860359,NA,1.94413574,-0.054768562,NA,0.115485191,NA,"macro",NA,NA,NA,NA,NA,NA,NA
"pacific","MHI","HAW","OCC-HAW-014",20.24913,-155.89095,13.4,"BMU","NCRMP",4695,"SUCCESSFULLY RECOVERED",2013-08-03,2016-08-15,3.04,"Isopora sp.","5x2x1",NA,37.5124,NA,NA,NA,NA,41.9232,38.0894,9.504624367,NA,1.90292079,-0.058107376,NA,0.652853966,NA,"macro",NA,NA,NA,NA,NA,NA,NA
"pacific","MHI","HAW","OCC-HAW-014",20.24913,-155.89095,13.4,"BMU","NCRMP",4700,"SUCCESSFULLY RECOVERED",2013-08-03,2016-08-15,3.04,"Isopora sp.","5x2x1",NA,37.2832,NA,NA,NA,NA,37.9634,35.0732,10.2445879,NA,1.75093546,-0.452319145,NA,0.189582825,NA,"macro",NA,NA,NA,NA,NA,NA,NA
"pacific","MHI","HAW","OCC-HAW-002",20.26828,-155.8604,13.1,"BMU","NCRMP",5000,"SUCCESSFULLY RECOVERED",2013-08-03,2016-08-15,3.04,"Isopora sp.","5x2x1",NA,39.4306,NA,NA,NA,NA,36.2543,32.7514,7.821913719,NA,1.68671739,-3.401787758,NA,0.233210564,NA,"macro",NA,NA,NA,NA,NA,NA,NA
"pacific","MHI","HAW","OCC-HAW-010",19.24432,-155.90024,14.6,"BMU","NCRMP",4607,"SUCCESSFULLY RECOVERED",2013-08-04,2016-08-11,3.02,"Isopora sp.","5x2x1",NA,35.2326,NA,NA,NA,NA,34.86,33.1106,8.508267403,NA,1.8803425,-0.714995384,NA,0.270503998,NA,"macro",NA,NA,NA,NA,NA,NA,NA
"pacific","MHI","HAW","OCC-HAW-010",19.24432,-155.90024,14.6,"BMU","NCRMP",4617,"SUCCESSFULLY RECOVERED",2013-08-04,2016-08-11,3.02,"Isopora sp.","5x2x1",NA,34.3519,NA,NA,NA,NA,35.8437,33.1923,8.820322128,NA,1.6368706,-0.03622924,NA,0.147268727,NA,"macro",NA,NA,NA,NA,NA,NA,NA
"pacific","MHI","HAW","OCC-HAW-010",19.24432,-155.90024,14.6,"BMU","NCRMP",4627,"SUCCESSFULLY RECOVERED",2013-08-04,2016-08-11,3.02,"Isopora sp.","5x2x1",NA,33.5958,NA,NA,NA,NA,35.3874,33.1881,9.4445858,NA,1.70828719,-0.154787064,NA,0.320122719,NA,"macro",NA,NA,NA,NA,NA,NA,NA
"pacific","MHI","HAW","OCC-HAW-010",19.24432,-155.90024,14.6,"BMU","NCRMP",4637,"SUCCESSFULLY RECOVERED",2013-08-04,2016-08-11,3.02,"Isopora sp.","5x2x1",NA,34.8234,NA,NA,NA,NA,33.3705,31.096,8.729307,NA,1.70833988,-1.026409295,NA,0.363811605,NA,"macro",NA,NA,NA,NA,NA,NA,NA
"pacific","MHI","HAW","OCC-HAW-006",19.48642,-154.8176,12.2,"BMU","NCRMP",4620,"SUCCESSFULLY RECOVERED",2013-08-06,2016-08-09,3.01,"Isopora sp.","5x2x1",NA,37.5365,NA,NA,NA,NA,41.4756,37.8976,9.105710004,NA,1.97175123,-0.091349869,NA,0.682922457,NA,"macro",NA,NA,NA,NA,NA,NA,NA
"pacific","MHI","HAW","OCC-HAW-006",19.48642,-154.8176,12.2,"BMU","NCRMP",4643,"SUCCESSFULLY RECOVERED",2013-08-06,2016-08-09,3.01,"Isopora sp.","5x2x1",NA,37.5425,NA,NA,NA,NA,44.6783,41.7562,10.3095061,NA,1.69986932,-0.054433982,NA,2.440757273,NA,"macro",NA,NA,NA,NA,NA,NA,NA
"pacific","MHI","HAW","OCC-HAW-006",19.48642,-154.8176,12.2,"BMU","NCRMP",4655,"SUCCESSFULLY RECOVERED",2013-08-06,2016-08-09,3.01,"Isopora sp.","5x2x1",NA,41.8012,NA,NA,NA,NA,44.0518,39.9713,11.03157806,NA,1.96142973,-0.528759956,NA,0.35771656,NA,"macro",NA,NA,NA,NA,NA,NA,NA
"pacific","MHI","HAW","OCC-HAW-006",19.48642,-154.8176,12.2,"BMU","NCRMP",4681,"SUCCESSFULLY RECOVERED",2013-08-06,2016-08-09,3.01,"Isopora sp.","5x2x1",NA,38.9495,NA,NA,NA,NA,42.403,39.262,9.935940742,NA,2.03940007,-0.046099663,NA,0.259208679,NA,"macro",NA,NA,NA,NA,NA,NA,NA
"pacific","MHI","HAW","OCC-HAW-008",19.06075,-155.55231,13.7,"BMU","NCRMP",4623,"SUCCESSFULLY RECOVERED",2013-08-08,2016-08-07,3,"Isopora sp.","5x2x1",NA,35.6439,NA,NA,NA,NA,45.4493,37.9997,10.66785336,NA,1.69193792,-0.155928612,NA,1.737882614,NA,"macro",NA,NA,NA,NA,NA,NA,NA
"pacific","MHI","HAW","OCC-HAW-008",19.06075,-155.55231,13.7,"BMU","NCRMP",4631,"SUCCESSFULLY RECOVERED",2013-08-08,2016-08-07,3,"Isopora sp.","5x2x1",NA,35.9219,NA,NA,NA,NA,43.9099,38.2019,11.3396759,NA,1.7814759,-0.053970337,NA,1.44023037,NA,"macro",NA,NA,NA,NA,NA,NA,NA
"pacific","MHI","HAW","OCC-HAW-008",19.06075,-155.55231,13.7,"BMU","NCRMP",4641,"SUCCESSFULLY RECOVERED",2013-08-08,2016-08-07,3,"Isopora sp.","5x2x1",NA,38.1151,NA,NA,NA,NA,42.5701,38.2633,10.86269509,NA,1.87547209,-0.018651063,NA,0.254402906,NA,"macro",NA,NA,NA,NA,NA,NA,NA
"pacific","MHI","HAW","OCC-HAW-008",19.06075,-155.55231,13.7,"BMU","NCRMP",4676,"SUCCESSFULLY RECOVERED",2013-08-08,2016-08-07,3,"Isopora sp.","5x2x1",NA,34.1917,NA,NA,NA,NA,41.4476,34.6471,10.23911615,NA,1.72591921,-0.099375062,NA,0.32085322,NA,"macro",NA,NA,NA,NA,NA,NA,NA
"pacific","MHI","HAW","OCC-HAW-008",19.06075,-155.55231,13.7,"BMU","NCRMP",4693,"SUCCESSFULLY RECOVERED",2013-08-08,2016-08-07,3,"Isopora sp.","5x2x1",NA,35.0744,NA,NA,NA,NA,41.0067,38.4228,8.069475174,NA,1.83995117,-0.025165558,NA,2.841862679,NA,"macro",NA,NA,NA,NA,NA,NA,NA
"pacific","MHI","HAW","OCC-HAW-008",19.06071,-155.55237,14.9352,"BMU","NCRMP",1681,"NOT RECOVERED",2016-08-07,NA,NA,"P. lobata","5x2x1",15.8058,32.6226,12.2057,1.294952358,NA,1.30808,NA,NA,NA,NA,NA,NA,NA,NA,"macro","macro",NA,NA,NA,NA,NA,NA,NA
"pacific","MHI","HAW","OCC-HAW-008",19.06071,-155.55237,14.9352,"BMU","NCRMP",1682,"NOT RECOVERED",2016-08-07,NA,NA,"P. lobata","5x2x1",16.6595,33.3243,12.6886,1.312950207,NA,1.329504,NA,NA,NA,NA,NA,NA,NA,NA,"macro","macro",NA,NA,NA,NA,NA,NA,NA
"pacific","MHI","HAW","OCC-HAW-008",19.06071,-155.55237,14.9352,"BMU","NCRMP",1683,"NOT RECOVERED",2016-08-07,NA,NA,"P. lobata","5x2x1",13.666,30.0621,11.5052,1.187810729,NA,1.2076848,NA,NA,NA,NA,NA,NA,NA,NA,"macro","macro",NA,NA,NA,NA,NA,NA,NA
"pacific","MHI","HAW","OCC-HAW-008",19.06071,-155.55237,14.9352,"BMU","NCRMP",1684,"NOT RECOVERED",2016-08-07,NA,NA,"P. lobata","5x2x1",15.8678,32.3421,12.152,1.305776827,NA,1.322144,NA,NA,NA,NA,NA,NA,NA,NA,"macro","macro",NA,NA,NA,NA,NA,NA,NA
"pacific","MHI","HAW","OCC-HAW-008",19.06071,-155.55237,14.9352,"BMU","NCRMP",1685,"NOT RECOVERED",2016-08-07,NA,NA,"P. lobata","5x2x1",15.9087,32.8202,12.1087,1.313823945,NA,1.33844,NA,NA,NA,NA,NA,NA,NA,NA,"macro","macro",NA,NA,NA,NA,NA,NA,NA
"pacific","MHI","HAW","OCC-HAW-006",19.48638,-154.81766,11.8872,"BMU","NCRMP",1661,"NOT RECOVERED",2016-08-09,NA,NA,"P. lobata","5x2x1",15.5677,31.6979,11.1348,1.398112225,NA,1.443072,NA,NA,NA,NA,NA,NA,NA,NA,"macro","macro",NA,NA,NA,NA,NA,NA,NA
"pacific","MHI","HAW","OCC-HAW-006",19.48638,-154.81766,11.8872,"BMU","NCRMP",1662,"NOT RECOVERED",2016-08-09,NA,NA,"P. lobata","5x2x1",14.8426,31.3793,12.5952,1.178433054,NA,1.16656,NA,NA,NA,NA,NA,NA,NA,NA,"macro","macro",NA,NA,NA,NA,NA,NA,NA
"pacific","MHI","HAW","OCC-HAW-006",19.48638,-154.81766,11.8872,"BMU","NCRMP",1663,"NOT RECOVERED",2016-08-09,NA,NA,"P. lobata","5x2x1",15.1246,31.8146,10.7109,1.412075549,NA,1.451064,NA,NA,NA,NA,NA,NA,NA,NA,"macro","macro",NA,NA,NA,NA,NA,NA,NA
"pacific","MHI","HAW","OCC-HAW-006",19.48638,-154.81766,11.8872,"BMU","NCRMP",1664,"NOT RECOVERED",2016-08-09,NA,NA,"P. lobata","5x2x1",12.9848,29.2082,10.526,1.233593008,NA,1.2360232,NA,NA,NA,NA,NA,NA,NA,NA,"macro","macro",NA,NA,NA,NA,NA,NA,NA
"pacific","MHI","HAW","OCC-HAW-006",19.48638,-154.81766,11.8872,"BMU","NCRMP",1665,"NOT RECOVERED",2016-08-09,NA,NA,"P. lobata","5x2x1",16.6362,33.2883,13.4443,1.2374166,NA,1.241368,NA,NA,NA,NA,NA,NA,NA,NA,"macro","macro",NA,NA,NA,NA,NA,NA,NA
"pacific","MHI","HAW","OCC-HAW-010",19.24436,-155.90028,13.716,"BMU","NCRMP",1666,"SUCCESSFULLY RECOVERED",2016-08-11,2019-07-11,2.92,"P. lobata","5x2x1",17.8575,34.5604,13.5769,1.315285522,NA,1.326736,34.343,32.863,11.6278,NA,1.403224,-0.240935,-2.190035,0.289464,"macro","macro",NA,NA,NA,NA,NA,NA,NA
"pacific","MHI","HAW","OCC-HAW-010",19.24436,-155.90028,13.716,"BMU","NCRMP",1667,"SUCCESSFULLY RECOVERED",2016-08-11,2019-07-11,2.92,"P. lobata","5x2x1",15.1935,31.8497,11.4567,1.326167221,NA,1.354856,27.063,25.496,6.42774,NA,1.453968,-0.0229425,-5.0519025,0.048357,"macro","macro",NA,NA,NA,NA,NA,NA,NA
"pacific","MHI","HAW","OCC-HAW-010",19.24436,-155.90028,13.716,"BMU","NCRMP",1668,"SUCCESSFULLY RECOVERED",2016-08-11,2019-07-11,2.92,"P. lobata","5x2x1",17.6285,34.4102,13.0132,1.354662958,NA,1.403488,29.265,27.941,9.0526,NA,1.2736368,-2.06049,-6.02109,0.335152,"macro","macro",NA,NA,NA,NA,NA,NA,NA
"pacific","MHI","HAW","OCC-HAW-010",19.24436,-155.90028,13.716,"BMU","NCRMP",1669,"SUCCESSFULLY RECOVERED",2016-08-11,2019-07-11,2.92,"P. lobata","5x2x1",14.3922,31.2176,12.2011,1.179582169,NA,1.1703224,34.982,31.792,11.0563,NA,1.2740696,-0.040658,-1.185458,1.45724,"macro","macro",NA,NA,NA,NA,NA,NA,NA
